,异常类型,异常类型细项,问题现象,故障组件,形成原因,形成原因细类,原因分析,故障处理过程
466,信息系统运行异常,系统部分功能非计划不可用,3月3日14:10-14:35，国网湖北电力营销GIS系统监控状态异常。期间，系统在线用户数和URL探测正常，健康运行时长指标中断,中间件,运行维护不当,线程满,"期间，系统在线用户数和URL探测正常，健康运行时长指标中断，经查近期业务部门做了大批量的信息处理, 导致WebLogic Server 超时导致服务出现线程堵塞，服务运行异常，导致接口服务运行异常，无法向IMS总线发送指标数据，最终导致电力营销GIS的健康运行时长标值中断。重启后恢复正常。",0
467,信息系统运行异常,不影响用户使用但系统有告警,8月5日14:10-15:10，国网福建电力班组门户系统监控异常。期间，系统URL探测异常，健康运行时长及在线用户数指标正常。,数据库软件,运行维护不当,原因不详细,经查故障原因数据库服务报错，导致应用节点异常。重庆后系统指标恢复正常。,
468,信息系统监控接口异常,不影响用户使用但系统有告警,7月22日02:40-03:55，国网浙江电力外网网站系统监控状态异常。期间，系统URL探测异常，健康运行时长指标正常,数据库软件,运行维护不当,代码逻辑缺陷,期间，系统URL探测中断，健康运行时长指标正常。故障原因为问题时间段的I6000系统级联日志，发现问题时间内提示有一个表的数据获取失败，级联的次数也较正常时间段少3次。由于级联任务查询库数据库级联指标出现异常，所以造成级联指标数据缺失。由于外网网站属于外网系统，和内网系统在数据库存放指标是有区分的，在I6000系统中，数据库字段为4代表外网，3则代表内网。由于在指标存放时存在内外网区分，因此故障发生时只影响了外网系统。,
469,信息系统监控接口异常,信息系统侧IMS接口非计划不可用,2月1日0:05，国网北京、河北、福建、重庆、吉林电力，1:05，国网天津电力营销稽查系统监控状态异常。期间，系统健康运行时长指标异常，在线用户数及URL探测正常。2:15-3:50，除天津电力营销稽查系统外，5家网省单位系统指标恢复正常。,应用软件,软件设计缺陷,SQL语句不合理,故障原因为旧版本接口程序时间函数存在BUG,将接口程序升级至V1.303版本
470,信息系统运行异常,不影响用户使用但系统有告警,9月12日5:50，国网信通调度监控发现总部人资辅助决策、营销辅助决策、物资辅助决策与综合查询IAS系统IMS健康运行时长及在线用户数指标缺失，同时数据中心ODS库报出实例无法连接告警。7:05，经运检中心应急处置后，ODS数据库恢复单点运行，各系统监控指标恢复正常。7:53，ODS数据库恢复双节点运行，各系统监控指标正常,应用软件,运行维护不当,原因不清,经运检中心重启30.67数据库服务后，ODS数据库恢复单点运行，各系统监控指标恢复正常。7:53，重启30.66服务器，并重启数据库集群服务。ODS数据库恢复双节点运行，经验证观察，各相关系统监控指标正常。,
471,信息系统运行异常,不影响用户使用但系统有告警,8月24日04:40，国网信通调度监控发现国网西北分部所有系统IMS监控异常。期间，所有系统IMS健康运行时长及在线用户数指标缺失，URL探测异常。,网络,运行维护不当,原因不详细,期间，所有系统IMS健康运行时长及在线用户数指标缺失，URL探测异常。故障原因为IMS应用服务器（10.209.5.27）型号为IBM X3850 X5 7143，通过检查服务器光通路诊断面板发现BRD告警； 通过服务器日志分析，确定本次IMS系统运行事件由于服务器I/O板卡突发故障导致服务器宕机且无法重启。系统部署方式为单点部署。,
472,信息系统运行异常,系统非计划停运,1月8日14:55-15:20，国网天津电力干部管理系统监控状态异常。期间，健康运行时长及在线用户数指标正常，URL探测异常。,主机,运行维护不当,线程满,故障原因为系统长时间运行且系统资源未及时释放，导致服务器宕机,通过启动服务器及相关应用服务后，系统指标恢复正常。
473,信息系统运行异常,信息系统侧IMS接口非计划不可用,3月11日10:45-11:15，安监一体化系统IMS健康运行时长及在线用户数指标缺失，URL探测正常。,数据库软件,运行维护不当,线程满,3月11日10:45-11:15，国网信通调度监控发现安监一体化系统IMS健康运行时长及在线用户数指标缺失，URL探测正常。经查，故障原因为由于临近业务部门要求的数据归档期限，多网省开展数据归档，造成业务节点数据量多系统压力大，线程阻塞。同时10:00-11:00为系统业务发生高峰时间，用户集中访问加剧了节点线程阻塞，进而导致指标中断。后续将加强与业务部门沟通，尽量将数据归档工作调至用户使用量较少的晚间进行。,0
474,信息系统监控接口异常,不影响用户使用但系统有告警,9月8日16:50，国网信通调度监控发现总部人资辅助决策、物资辅助决策、营销辅助决策与综合查询IAS系统IMS健康运行时长及在线用户数指标间歇性缺失，同时数据中心ODS库报出实例无法连接告警。,未查清,运行维护不当,原因不详细,21:55，经重启数据库主机和集群服务后，系统指标恢复正常。后续经验证观察，各相关系统指标恢复正常。,
475,信息系统运行异常,系统非计划停运,3月22日15:00-15:30，国网河南电力数据交换系统监控状态异常。期间，系统URL探测中断，健康运行时长与在线用户数指标正常。,网络,软件设计缺陷,网络,"期间，系统URL探测中断，健康运行时长与在线用户数指标正常。经查，故障原因为每月25日前要通过数据交换平台向国网上报主网配网数据，突增的数据量导致服务器GFS触发了操作系统BUG（Redhat Bug 838784），系统无响应，导致应用服务器无法连接共享存储，修改为单机连接存储后，系统恢复正常，后续河南电力将通过检修修改为NFS模式连接共享存储。
",修改为单机连接存储后，系统恢复正常
476,信息系统监控接口异常,系统部分功能非计划不可用,6月23日13:25-14:05，国网信通调度监控发现国网北京电力营销应用系统指标监控状态异常。期间，健康运行时长指标及在线用户数指标缺失，URL探测正常。,主机,运行维护不当,原因不详细,经查，故障原因为由于营销I6000接口程序所在的双节点服务器其中一个服务器节点假死，该服务器部署的I6000接口程序无法正常工作，但是服务器和端口均处于连通状态，导致i6000继续读取该服务器的接口程序，没有切换到另一个正常节点服务器，引起指标中断。,
477,信息系统监控接口异常,业务应用级联贯通不可用,1月9日10:15-11:25，国网黑龙江电力营销基础数据平台监控状态异常。期间，健康运行时长及在线用户数指标中断，URL探测正常。,主机,运行维护不当,存储空间满,由于每月月初会生成大量数据，大约每分钟1G的DUMP文件），9日为周六休息日，没有及时删除冗余数据，归档日志所在磁盘空间占满。oracle 服务进程无法写入日志，一直处于等待状态，导致监控状态异常。,通过清理归档日志后，监控状态恢复正常。
478,信息系统运行异常,不影响用户使用但系统有告警,8月24日19:50，国网信通调度监控发现总部人资辅助决策与综合查询IAS系统IMS健康运行时长及在线用户数指标缺失，URL探测指标正常，同时数据中心ODS库报出实例无法连接告警。25日00:45，经国网信通公司运维人员重建ODS数据库索引后，系统指标恢复正常,主机,软件设计缺陷原因,数据库bug,25日00:45，经运检中心重建ODS数据库索引并重启数据库服务后，系统指标恢复正常。经查，由于数据库触发bug导致数据库节点2自动重启，数据库双节点在执行回滚事务时触发内部错误，造成数据库双节点反复自动重启。后续计划开展数据库版本升级工作进行消缺。,
